reinstant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,cnt_lag1
245,2011-01-11 00:00:00,1,0,1,4,0,2,1,2,0.4969,0.4757,0.6272,0.19,35,153,188,188
246,2011-01-11 00:00:00,1,0,1,5,0,2,1,2,0.16,0.1818,0.55,0.1343,0,6,6,188
247,2011-01-11 00:00:00,1,0,1,6,0,2,1,2,0.16,0.1818,0.55,0.1343,0,27,27,6
248,2011-01-11 00:00:00,1,0,1,7,0,2,1,2,0.16,0.2273,0.55,0.0,2,97,99,27
249,2011-01-11 00:00:00,1,0,1,8,0,2,1,2,0.18,0.2121,0.51,0.0896,3,214,217,99
250,2011-01-11 00:00:00,1,0,1,9,0,2,1,2,0.18,0.197,0.51,0.1642,3,127,130,217
251,2011-01-11 00:00:00,1,0,1,10,0,2,1,2,0.2,0.2121,0.51,0.1642,3,51,54,130
252,2011-01-11 00:00:00,1,0,1,11,0,2,1,2,0.2,0.2121,0.47,0.1343,4,31,35,54
253,2011-01-11 00:00:00,1,0,1,12,0,2,1,2,0.2,0.2273,0.51,0.1045,2,55,57,35
254,2011-01-11 00:00:00,1,0,1,13,0,2,1,2,0.2,0.2273,0.59,0.0896,6,46,52,57
255,2011-01-11 00:00:00,1,0,1,14,0,2,1,2,0.2,0.2273,0.59,0.0896,3,60,63,52
256,2011-01-11 00:00:00,1,0,1,15,0,2,1,2,0.16,0.197,0.8,0.0896,2,45,47,63
257,2011-01-11 00:00:00,1,0,1,16,0,2,1,2,0.16,0.1515,0.86,0.2239,4,72,76,47
258,2011-01-11 00:00:00,1,0,1,17,0,2,1,2,0.16,0.1515,0.86,0.2239,6,130,136,76
259,2011-01-11 00:00:00,1,0,1,18,0,2,1,3,0.16,0.1818,0.93,0.1045,1,94,95,136
260,2011-01-11 00:00:00,1,0,1,19,0,2,1,3,0.16,0.2273,0.93,0.0,0,51,51,95
261,2011-01-11 00:00:00,1,0,1,20,0,2,1,3,0.16,0.1515,0.93,0.194,0,32,32,51
262,2011-01-11 00:00:00,1,0,1,21,0,2,1,3,0.16,0.197,0.86,0.0896,0,20,20,32
263,2011-01-11 00:00:00,1,0,1,22,0,2,1,3,0.16,0.1818,0.93,0.1045,1,28,29,20
264,2011-01-11 00:00:00,1,0,1,23,0,2,1,3,0.16,0.197,0.93,0.0896,1,18,19,29
265,2011-01-12 00:00:00,1,0,1,0,0,3,1,2,0.16,0.197,0.86,0.0896,0,7,7,19
266,2011-01-12 00:00:00,1,0,1,1,0,3,1,2,0.16,0.1818,0.86,0.1045,0,6,6,7
267,2011-01-12 00:00:00,1,0,1,2,0,3,1,1,0.14,0.1515,0.86,0.1343,0,1,1,6
268,2011-01-12 00:00:00,1,0,1,3,0,3,1,2,0.4969,0.4757,0.6272,0.19,35,153,188,1
269,2011-01-12 00:00:00,1,0,1,4,0,3,1,2,0.4969,0.4757,0.6272,0.19,35,153,188,188
270,2011-01-12 00:00:00,1,0,1,5,0,3,1,1,0.14,0.1515,0.86,0.1642,0,5,5,188
271,2011-01-12 00:00:00,1,0,1,6,0,3,1,1,0.12,0.1515,0.93,0.1343,0,16,16,5
272,2011-01-12 00:00:00,1,0,1,7,0,3,1,1,0.14,0.1515,0.69,0.1343,0,54,54,16
273,2011-01-12 00:00:00,1,0,1,8,0,3,1,1,0.16,0.1667,0.59,0.1642,3,125,128,54
274,2011-01-12 00:00:00,1,0,1,9,0,3,1,1,0.16,0.1364,0.59,0.3284,3,78,81,128
275,2011-01-12 00:00:00,1,0,1,10,0,3,1,1,0.18,0.1818,0.55,0.2239,0,39,39,81
276,2011-01-12 00:00:00,1,0,1,11,0,3,1,1,0.2,0.1818,0.51,0.3881,3,32,35,39
277,2011-01-12 00:00:00,1,0,1,12,0,3,1,1,0.2,0.1515,0.47,0.5821,3,52,55,35
278,2011-01-12 00:00:00,1,0,1,13,0,3,1,1,0.22,0.197,0.44,0.3582,0,49,49,55
279,2011-01-12 00:00:00,1,0,1,14,0,3,1,1,0.2,0.1818,0.47,0.3284,0,44,44,49
280,2011-01-12 00:00:00,1,0,1,15,0,3,1,1,0.2,0.1667,0.47,0.4179,1,48,49,44
281,2011-01-12 00:00:00,1,0,1,16,0,3,1,1,0.22,0.197,0.44,0.3284,5,63,68,49
282,2011-01-12 00:00:00,1,0,1,17,0,3,1,1,0.2,0.1818,0.47,0.3582,0,139,139,68
283,2011-01-12 00:00:00,1,0,1,18,0,3,1,1,0.2,0.1515,0.47,0.5224,2,135,137,139
284,2011-01-12 00:00:00,1,0,1,19,0,3,1,1,0.18,0.1515,0.47,0.4179,1,82,83,137
285,2011-01-12 00:00:00,1,0,1,20,0,3,1,1,0.16,0.1364,0.5,0.3284,2,54,56,83
286,2011-01-12 00:00:00,1,0,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284,0,57,57,56
287,2011-01-12 00:00:00,1,0,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478,1,32,33,57
288,2011-01-12 00:00:00,1,0,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179,1,19,20,33
289,2011-01-13 00:00:00,1,0,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,1,6,7,20
290,2011-01-13 00:00:00,1,0,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,0,2,2,7
291,2011-01-13 00:00:00,1,0,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582,0,2,2,2
292,2011-01-13 00:00:00,1,0,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284,0,3,3,2
293,2011-01-13 00:00:00,1,0,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,0,4,4,3
294,2011-01-13 00:00:00,1,0,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985,0,3,3,4
295,2011-01-13 00:00:00,1,0,1,6,0,4,1,1,0.12,0.1515,0.54,0.1343,0,28,28,3
296,2011-01-13 00:00:00,1,0,1,7,0,4,1,1,0.12,0.1515,0.54,0.1343,0,72,72,28
297,2011-01-13 00:00:00,1,0,1,8,0,4,1,1,0.14,0.1364,0.5,0.194,5,197,202,72
298,2011-01-13 00:00:00,1,0,1,9,0,4,1,1,0.14,0.1212,0.5,0.3284,2,137,139,202
299,2011-01-13 00:00:00,1,0,1,10,0,4,1,2,0.16,0.1364,0.5,0.3582,2,36,38,139
300,2011-01-13 00:00:00,1,0,1,11,0,4,1,2,0.2,0.1667,0.44,0.4478,4,33,37,38
301,2011-01-13 00:00:00,1,0,1,12,0,4,1,1,0.2,0.1667,0.44,0.4179,3,49,52,37
302,2011-01-13 00:00:00,1,0,1,13,0,4,1,1,0.22,0.197,0.41,0.4478,2,81,83,52
303,2011-01-13 00:00:00,1,0,1,14,0,4,1,1,0.22,0.197,0.41,0.3881,3,39,42,83
304,2011-01-13 00:00:00,1,0,1,15,0,4,1,1,0.24,0.2121,0.38,0.2985,5,55,60,42
305,2011-01-13 00:00:00,1,0,1,16,0,4,1,1,0.24,0.2121,0.38,0.3582,2,76,78,60
306,2011-01-13 00:00:00,1,0,1,17,0,4,1,1,0.2,0.1818,0.4,0.2836,4,158,162,78
307,2011-01-13 00:00:00,1,0,1,18,0,4,1,1,0.2,0.1818,0.4,0.3284,3,141,144,162
308,2011-01-13 00:00:00,1,0,1,19,0,4,1,1,0.16,0.1515,0.47,0.2537,1,98,99,144
309,2011-01-13 00:00:00,1,0,1,20,0,4,1,1,0.16,0.1515,0.47,0.2239,0,64,64,99
310,2011-01-13 00:00:00,1,0,1,21,0,4,1,1,0.14,0.1212,0.46,0.2985,0,40,40,64
311,2011-01-13 00:00:00,1,0,1,22,0,4,1,1,0.14,0.1212,0.46,0.3284,0,30,30,40
312,2011-01-13 00:00:00,1,0,1,23,0,4,1,1,0.12,0.1364,0.5,0.194,1,14,15,30
313,2011-01-14 00:00:00,1,0,1,0,0,5,1,1,0.12,0.1364,0.5,0.194,0,14,14,15
314,2011-01-14 00:00:00,1,0,1,1,0,5,1,1,0.1,0.1212,0.54,0.1642,0,5,5,14
315,2011-01-14 00:00:00,1,0,1,2,0,5,1,1,0.1,0.1212,0.54,0.1343,0,1,1,5
316,2011-01-14 00:00:00,1,0,1,3,0,5,1,1,0.1,0.1364,0.54,0.1045,0,1,1,1
317,2011-01-14 00:00:00,1,0,1,4,0,5,1,2,0.4969,0.4757,0.6272,0.19,35,153,188,1
318,2011-01-14 00:00:00,1,0,1,5,0,5,1,1,0.1,0.1364,0.54,0.0896,0,8,8,188
319,2011-01-14 00:00:00,1,0,1,6,0,5,1,1,0.1,0.1818,0.54,0.0,0,17,17,8
320,2011-01-14 00:00:00,1,0,1,7,0,5,1,1,0.1,0.1212,0.74,0.1642,0,70,70,17
321,2011-01-14 00:00:00,1,0,1,8,0,5,1,1,0.12,0.1667,0.68,0.0,2,156,158,70
322,2011-01-14 00:00:00,1,0,1,9,0,5,1,1,0.14,0.1515,0.69,0.1343,0,117,117,158
323,2011-01-14 00:00:00,1,0,1,10,0,5,1,1,0.18,0.1818,0.55,0.194,4,40,44,117
324,2011-01-14 00:00:00,1,0,1,11,0,5,1,1,0.18,0.1667,0.51,0.2836,6,47,53,44
325,2011-01-14 00:00:00,1,0,1,12,0,5,1,1,0.2,0.197,0.44,0.2537,2,59,61,53
326,2011-01-14 00:00:00,1,0,1,13,0,5,1,1,0.22,0.197,0.37,0.3881,4,73,77,61
327,2011-01-14 00:00:00,1,0,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836,5,59,64,77
328,2011-01-14 00:00:00,1,0,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,9,59,68,64
329,2011-01-14 00:00:00,1,0,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,3,87,90,68
330,2011-01-14 00:00:00,1,0,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642,4,155,159,90
331,2011-01-14 00:00:00,1,0,1,18,0,5,1,1,0.2,0.2576,0.47,0.0,5,134,139,159
332,2011-01-14 00:00:00,1,0,1,19,0,5,1,1,0.16,0.197,0.59,0.0896,3,89,92,139
333,2011-01-14 00:00:00,1,0,1,20,0,5,1,1,0.18,0.2424,0.59,0.0,0,68,68,92
334,2011-01-14 00:00:00,1,0,1,21,0,5,1,1,0.16,0.2273,0.69,0.0,4,48,52,68
335,2011-01-14 00:00:00,1,0,1,22,0,5,1,2,0.16,0.2273,0.69,0.0,2,34,36,52
336,2011-01-14 00:00:00,1,0,1,23,0,5,1,2,0.18,0.2424,0.55,0.0,1,26,27,36
337,2011-01-15 00:00:00,1,0,1,0,0,6,0,1,0.18,0.2424,0.55,0.0,3,25,28,27
338,2011-01-15 00:00:00,1,0,1,1,0,6,0,2,0.16,0.197,0.59,0.0896,2,18,20,28
339,2011-01-15 00:00:00,1,0,1,2,0,6,0,2,0.16,0.197,0.59,0.0896,0,12,12,20
340,2011-01-15 00:00:00,1,0,1,3,0,6,0,2,0.16,0.2273,0.59,0.0,1,7,8,12
341,2011-01-15 00:00:00,1,0,1,4,0,6,0,2,0.16,0.2273,0.59,0.0,0,5,5,8
342,2011-01-15 00:00:00,1,0,1,5,0,6,0,1,0.16,0.2273,0.59,0.0,0,1,1,5
343,2011-01-15 00:00:00,1,0,1,6,0,6,0,1,0.14,0.1667,0.63,0.1045,1,2,3,1
344,2011-01-15 00:00:00,1,0,1,7,0,6,0,1,0.14,0.2121,0.63,0.0,1,9,10,3
345,2011-01-15 00:00:00,1,0,1,8,0,6,0,1,0.14,0.1515,0.63,0.1343,1,22,23,10
346,2011-01-15 00:00:00,1,0,1,9,0,6,0,1,0.16,0.1818,0.64,0.1343,2,31,33,23
347,2011-01-15 00:00:00,1,0,1,10,0,6,0,1,0.18,0.197,0.59,0.1642,2,57,59,33
348,2011-01-15 00:00:00,1,0,1,11,0,6,0,1,0.2,0.197,0.55,0.2239,18,54,72,59
349,2011-01-15 00:00:00,1,0,1,12,0,6,0,1,0.24,0.2273,0.48,0.2239,15,74,89,72
350,2011-01-15 00:00:00,1,0,1,13,0,6,0,1,0.28,0.2576,0.38,0.2985,21,80,101,89
351,2011-01-15 00:00:00,1,0,1,14,0,6,0,1,0.3,0.2879,0.39,0.2836,26,92,118,101
352,2011-01-15 00:00:00,1,0,1,15,0,6,0,2,0.32,0.3182,0.36,0.194,21,108,129,118
353,2011-01-15 00:00:00,1,0,1,16,0,6,0,2,0.34,0.3333,0.34,0.194,33,95,128,129
354,2011-01-15 00:00:00,1,0,1,17,0,6,0,2,0.32,0.303,0.36,0.2836,29,54,83,128
355,2011-01-15 00:00:00,1,0,1,18,0,6,0,2,0.3,0.2879,0.45,0.2537,15,69,84,83
356,2011-01-15 00:00:00,1,0,1,19,0,6,0,2,0.32,0.303,0.39,0.2537,14,60,74,84
357,2011-01-15 00:00:00,1,0,1,20,0,6,0,2,0.32,0.303,0.39,0.2537,6,35,41,74
358,2011-01-15 00:00:00,1,0,1,21,0,6,0,2,0.32,0.303,0.39,0.2239,6,51,57,41
359,2011-01-15 00:00:00,1,0,1,22,0,6,0,2,0.3,0.3182,0.42,0.1045,0,26,26,57
360,2011-01-15 00:00:00,1,0,1,23,0,6,0,1,0.3,0.2879,0.45,0.2836,5,39,44,26
361,2011-01-16 00:00:00,1,0,1,0,0,0,0,1,0.26,0.303,0.56,0.0,6,33,39,44
362,2011-01-16 00:00:00,1,0,1,1,0,0,0,1,0.26,0.2727,0.56,0.1343,4,19,23,39
363,2011-01-16 00:00:00,1,0,1,2,0,0,0,1,0.26,0.2879,0.56,0.0896,3,13,16,23
364,2011-01-16 00:00:00,1,0,1,3,0,0,0,1,0.22,0.2727,0.69,0.0,9,6,15,16
365,2011-01-16 00:00:00,1,0,1,4,0,0,0,1,0.26,0.2576,0.56,0.1642,0,1,1,15
366,2011-01-16 00:00:00,1,0,1,5,0,0,0,2,0.26,0.2576,0.56,0.1642,1,1,2,1
367,2011-01-16 00:00:00,1,0,1,6,0,0,0,2,0.26,0.2576,0.56,0.1642,0,1,1,2
368,2011-01-16 00:00:00,1,0,1,7,0,0,0,2,0.24,0.2121,0.56,0.2985,0,3,3,1
369,2011-01-16 00:00:00,1,0,1,8,0,0,0,1,0.22,0.2121,0.55,0.2836,0,18,18,3
370,2011-01-16 00:00:00,1,0,1,9,0,0,0,1,0.22,0.2121,0.51,0.2537,3,29,32,18
371,2011-01-16 00:00:00,1,0,1,10,0,0,0,1,0.22,0.2121,0.51,0.2836,8,71,79,32
372,2011-01-16 00:00:00,1,0,1,11,0,0,0,1,0.24,0.2273,0.44,0.2537,23,70,93,79
373,2011-01-16 00:00:00,1,0,1,12,0,0,0,1,0.24,0.2121,0.41,0.2836,29,75,104,93
374,2011-01-16 00:00:00,1,0,1,13,0,0,0,1,0.26,0.2273,0.35,0.2985,23,95,118,104
375,2011-01-16 00:00:00,1,0,1,14,0,0,0,1,0.28,0.2727,0.36,0.2537,22,69,91,118
376,2011-01-16 00:00:00,1,0,1,15,0,0,0,1,0.26,0.2424,0.38,0.2537,35,78,113,91
377,2011-01-16 00:00:00,1,0,1,16,0,0,0,1,0.24,0.2273,0.38,0.2239,22,77,99,113
378,2011-01-16 00:00:00,1,0,1,17,0,0,0,1,0.22,0.2121,0.37,0.2537,23,82,105,99
379,2011-01-16 00:00:00,1,0,1,18,0,0,0,1,0.2,0.2121,0.4,0.1642,11,56,67,105
380,2011-01-16 00:00:00,1,0,1,19,0,0,0,1,0.18,0.197,0.47,0.1343,14,47,61,67
381,2011-01-16 00:00:00,1,0,1,20,0,0,0,1,0.18,0.197,0.47,0.1642,7,50,57,61
382,2011-01-16 00:00:00,1,0,1,21,0,0,0,1,0.18,0.197,0.51,0.1642,6,22,28,57
383,2011-01-16 00:00:00,1,0,1,22,0,0,0,2,0.2,0.2121,0.49,0.1343,2,19,21,28
384,2011-01-16 00:00:00,1,0,1,23,0,0,0,2,0.2,0.2273,0.4,0.1045,0,18,18,21
385,2011-01-17 00:00:00,1,0,1,0,1,1,0,2,0.2,0.197,0.47,0.2239,1,16,17,18
386,2011-01-17 00:00:00,1,0,1,1,1,1,0,2,0.2,0.197,0.44,0.194,1,15,16,17
387,2011-01-17 00:00:00,1,0,1,2,1,1,0,2,0.18,0.1667,0.43,0.2537,0,8,8,16
388,2011-01-17 00:00:00,1,0,1,3,1,1,0,2,0.18,0.1818,0.43,0.194,0,2,2,8
389,2011-01-17 00:00:00,1,0,1,4,1,1,0,2,0.18,0.197,0.43,0.1343,1,2,3,2
390,2011-01-17 00:00:00,1,0,1,5,1,1,0,2,0.18,0.197,0.43,0.1642,0,1,1,3
391,2011-01-17 00:00:00,1,0,1,6,1,1,0,2,0.18,0.1818,0.43,0.194,0,5,5,1
392,2011-01-17 00:00:00,1,0,1,7,1,1,0,2,0.16,0.1818,0.5,0.1343,4,9,13,5
393,2011-01-17 00:00:00,1,0,1,8,1,1,0,2,0.16,0.1515,0.47,0.2239,3,30,33,13
394,2011-01-17 00:00:00,1,0,1,9,1,1,0,2,0.16,0.1515,0.47,0.2239,8,39,47,33
395,2011-01-17 00:00:00,1,0,1,10,1,1,0,2,0.16,0.1515,0.5,0.2537,7,50,57,47
396,2011-01-17 00:00:00,1,0,1,11,1,1,0,2,0.16,0.1515,0.55,0.194,9,55,64,57
397,2011-01-17 00:00:00,1,0,1,12,1,1,0,2,0.18,0.197,0.47,0.1343,10,70,80,64
398,2011-01-17 00:00:00,1,0,1,13,1,1,0,2,0.18,0.197,0.47,0.1343,13,80,93,80
399,2011-01-17 00:00:00,1,0,1,14,1,1,0,2,0.18,0.2121,0.43,0.1045,12,74,86,93
400,2011-01-17 00:00:00,1,0,1,15,1,1,0,2,0.2,0.2121,0.47,0.1642,21,72,93,86
401,2011-01-17 00:00:00,1,0,1,16,1,1,0,2,0.2,0.2121,0.47,0.1642,6,76,82,93
402,2011-01-17 00:00:00,1,0,1,17,1,1,0,1,0.2,0.197,0.51,0.194,4,67,71,82
403,2011-01-17 00:00:00,1,0,1,18,1,1,0,2,0.18,0.1667,0.55,0.2537,7,85,92,71
404,2011-01-17 00:00:00,1,0,1,19,1,1,0,3,0.18,0.1818,0.59,0.194,2,58,60,92
405,2011-01-17 00:00:00,1,0,1,20,1,1,0,3,0.16,0.1515,0.8,0.194,4,29,33,60
406,2011-01-17 00:00:00,1,0,1,21,1,1,0,3,0.16,0.1515,0.8,0.194,3,24,27,33
407,2011-01-17 00:00:00,1,0,1,22,1,1,0,3,0.14,0.1212,0.93,0.2537,0,13,13,27
408,2011-01-17 00:00:00,1,0,1,23,1,1,0,3,0.16,0.1364,0.86,0.2836,1,3,4,13
409,2011-01-18 00:00:00,1,0,1,0,0,2,1,2,0.4969,0.4757,0.6272,0.19,35,153,188,4
410,2011-01-18 00:00:00,1,0,1,1,0,2,1,2,0.4969,0.4757,0.6272,0.19,35,153,188,188
411,2011-01-18 00:00:00,1,0,1,2,0,2,1,2,0.4969,0.4757,0.6272,0.19,35,153,188,188
412,2011-01-18 00:00:00,1,0,1,3,0,2,1,2,0.4969,0.4757,0.6272,0.19,35,153,188,188
413,2011-01-18 00:00:00,1,0,1,4,0,2,1,2,0.4969,0.4757,0.6272,0.19,35,153,188,188
414,2011-01-18 00:00:00,1,0,1,5,0,2,1,2,0.4969,0.4757,0.6272,0.19,35,153,188,188
415,2011-01-18 00:00:00,1,0,1,6,0,2,1,2,0.4969,0.4757,0.6272,0.19,35,153,188,188
416,2011-01-18 00:00:00,1,0,1,7,0,2,1,2,0.4969,0.4757,0.6272,0.19,35,153,188,188
417,2011-01-18 00:00:00,1,0,1,8,0,2,1,2,0.4969,0.4757,0.6272,0.19,35,153,188,188
418,2011-01-18 00:00:00,1,0,1,9,0,2,1,2,0.4969,0.4757,0.6272,0.19,35,153,188,188
419,2011-01-18 00:00:00,1,0,1,10,0,2,1,2,0.4969,0.4757,0.6272,0.19,35,153,188,188
420,2011-01-18 00:00:00,1,0,1,11,0,2,1,2,0.4969,0.4757,0.6272,0.19,35,153,188,188
421,2011-01-18 00:00:00,1,0,1,12,0,2,1,2,0.2,0.1818,0.86,0.3284,0,3,3,188
422,2011-01-18 00:00:00,1,0,1,13,0,2,1,2,0.2,0.197,0.86,0.2239,0,22,22,3
423,2011-01-18 00:00:00,1,0,1,14,0,2,1,2,0.22,0.2273,0.8,0.1642,2,26,28,22
424,2011-01-18 00:00:00,1,0,1,15,0,2,1,2,0.22,0.2273,0.87,0.1642,3,32,35,28
425,2011-01-18 00:00:00,1,0,1,16,0,2,1,2,0.22,0.2273,0.87,0.194,0,61,61,35
426,2011-01-18 00:00:00,1,0,1,17,0,2,1,2,0.22,0.2273,0.82,0.194,1,124,125,61
427,2011-01-18 00:00:00,1,0,1,18,0,2,1,2,0.22,0.2273,0.8,0.1642,1,132,133,125
428,2011-01-18 00:00:00,1,0,1,19,0,2,1,2,0.22,0.2273,0.8,0.1343,1,98,99,133
429,2011-01-18 00:00:00,1,0,1,20,0,2,1,2,0.22,0.2727,0.87,0.0,0,83,83,99
430,2011-01-18 00:00:00,1,0,1,21,0,2,1,2,0.22,0.2424,0.93,0.1045,0,41,41,83
431,2011-01-18 00:00:00,1,0,1,22,0,2,1,2,0.22,0.2576,0.93,0.0896,0,33,33,41
432,2011-01-18 00:00:00,1,0,1,23,0,2,1,2,0.22,0.2727,0.93,0.0,1,19,20,33
433,2011-01-19 00:00:00,1,0,1,0,0,3,1,2,0.22,0.2727,0.93,0.0,0,3,3,20
434,2011-01-19 00:00:00,1,0,1,1,0,3,1,3,0.22,0.2273,0.93,0.1343,1,6,7,3
435,2011-01-19 00:00:00,1,0,1,2,0,3,1,3,0.22,0.2273,0.93,0.1343,0,3,3,7
436,2011-01-19 00:00:00,1,0,1,3,0,3,1,2,0.4969,0.4757,0.6272,0.19,35,153,188,3
437,2011-01-19 00:00:00,1,0,1,4,0,3,1,3,0.22,0.2273,0.93,0.1343,1,1,2,188
438,2011-01-19 00:00:00,1,0,1,5,0,3,1,2,0.22,0.2576,0.93,0.0896,0,7,7,2
439,2011-01-19 00:00:00,1,0,1,6,0,3,1,2,0.22,0.2576,0.93,0.0896,0,32,32,7
440,2011-01-19 00:00:00,1,0,1,7,0,3,1,2,0.24,0.2576,0.92,0.1045,1,89,90,32
441,2011-01-19 00:00:00,1,0,1,8,0,3,1,2,0.24,0.2576,0.93,0.1045,1,196,197,90
442,2011-01-19 00:00:00,1,0,1,9,0,3,1,2,0.24,0.2576,0.93,0.1045,2,107,109,197
443,2011-01-19 00:00:00,1,0,1,10,0,3,1,2,0.26,0.2727,0.93,0.1343,1,46,47,109
444,2011-01-19 00:00:00,1,0,1,11,0,3,1,2,0.28,0.303,0.87,0.0896,5,47,52,47
445,2011-01-19 00:00:00,1,0,1,12,0,3,1,2,0.3,0.3182,0.81,0.0896,5,65,70,52
446,2011-01-19 00:00:00,1,0,1,13,0,3,1,1,0.4,0.4091,0.62,0.2836,11,67,78,70
447,2011-01-19 00:00:00,1,0,1,14,0,3,1,1,0.4,0.4091,0.58,0.2537,7,68,75,78
448,2011-01-19 00:00:00,1,0,1,15,0,3,1,1,0.4,0.4091,0.54,0.2836,4,78,82,75
449,2011-01-19 00:00:00,1,0,1,16,0,3,1,1,0.38,0.3939,0.58,0.3881,10,94,104,82
450,2011-01-19 00:00:00,1,0,1,17,0,3,1,1,0.36,0.3333,0.57,0.3284,7,190,197,104
451,2011-01-19 00:00:00,1,0,1,18,0,3,1,1,0.34,0.3182,0.61,0.2836,5,156,161,197
452,2011-01-19 00:00:00,1,0,1,19,0,3,1,1,0.32,0.2879,0.57,0.4179,4,108,112,161
453,2011-01-19 00:00:00,1,0,1,20,0,3,1,1,0.32,0.303,0.49,0.2985,2,74,76,112
454,2011-01-19 00:00:00,1,0,1,21,0,3,1,1,0.32,0.2879,0.49,0.4179,4,55,59,76
455,2011-01-19 00:00:00,1,0,1,22,0,3,1,1,0.3,0.303,0.52,0.1642,6,53,59,59
456,2011-01-19 00:00:00,1,0,1,23,0,3,1,1,0.3,0.2727,0.52,0.4627,1,27,28,59
457,2011-01-20 00:00:00,1,0,1,0,0,4,1,1,0.26,0.2273,0.56,0.3881,5,8,13,28
458,2011-01-20 00:00:00,1,0,1,1,0,4,1,1,0.26,0.2727,0.56,0.0,2,3,5,13
459,2011-01-20 00:00:00,1,0,1,2,0,4,1,1,0.26,0.2727,0.56,0.0,0,2,2,5
460,2011-01-20 00:00:00,1,0,1,3,0,4,1,1,0.26,0.2576,0.56,0.1642,0,1,1,2
461,2011-01-20 00:00:00,1,0,1,4,0,4,1,1,0.26,0.2576,0.56,0.1642,0,1,1,1
462,2011-01-20 00:00:00,1,0,1,5,0,4,1,1,0.24,0.2273,0.6,0.2239,0,6,6,1
463,2011-01-20 00:00:00,1,0,1,6,0,4,1,1,0.22,0.2121,0.6,0.2239,0,35,35,6
464,2011-01-20 00:00:00,1,0,1,7,0,4,1,1,0.22,0.2121,0.55,0.2239,1,100,101,35
465,2011-01-20 00:00:00,1,0,1,8,0,4,1,1,0.22,0.2121,0.55,0.2836,2,247,249,101
466,2011-01-20 00:00:00,1,0,1,9,0,4,1,2,0.24,0.2273,0.52,0.2239,3,140,143,249
467,2011-01-20 00:00:00,1,0,1,10,0,4,1,1,0.26,0.2273,0.48,0.2985,1,56,57,143
468,2011-01-20 00:00:00,1,0,1,11,0,4,1,2,0.28,0.2727,0.45,0.1642,5,63,68,57
469,2011-01-20 00:00:00,1,0,1,12,0,4,1,2,0.3,0.3333,0.42,0.0,7,77,84,68
470,2011-01-20 00:00:00,1,0,1,13,0,4,1,2,0.28,0.2879,0.45,0.1045,12,86,98,84
471,2011-01-20 00:00:00,1,0,1,14,0,4,1,2,0.3,0.303,0.45,0.1343,6,75,81,98
472,2011-01-20 00:00:00,1,0,1,15,0,4,1,2,0.32,0.3182,0.45,0.194,8,62,70,81
473,2011-01-20 00:00:00,1,0,1,16,0,4,1,2,0.3,0.303,0.49,0.1343,8,83,91,70
474,2011-01-20 00:00:00,1,0,1,17,0,4,1,2,0.3,0.3182,0.49,0.1045,8,207,215,91
475,2011-01-20 00:00:00,1,0,1,18,0,4,1,2,0.26,0.2576,0.56,0.194,1,184,185,215
476,2011-01-20 00:00:00,1,0,1,19,0,4,1,1,0.26,0.2273,0.56,0.3284,6,146,152,185
477,2011-01-20 00:00:00,1,0,1,20,0,4,1,2,0.26,0.2424,0.6,0.2836,2,124,126,152
478,2011-01-20 00:00:00,1,0,1,21,0,4,1,2,0.24,0.2273,0.6,0.2537,3,54,57,126
479,2011-01-20 00:00:00,1,0,1,22,0,4,1,2,0.24,0.2121,0.65,0.2836,0,56,56,57
480,2011-01-20 00:00:00,1,0,1,23,0,4,1,2,0.24,0.2121,0.65,0.3284,3,28,31,56
481,2011-01-21 00:00:00,1,0,1,0,0,5,1,2,0.24,0.2273,0.7,0.2537,1,20,21,31
482,2011-01-21 00:00:00,1,0,1,1,0,5,1,2,0.24,0.2273,0.7,0.2537,0,6,6,21
483,2011-01-21 00:00:00,1,0,1,2,0,5,1,3,0.24,0.2424,0.75,0.1642,0,2,2,6
484,2011-01-21 00:00:00,1,0,1,3,0,5,1,3,0.22,0.2121,0.8,0.2985,0,1,1,2
485,2011-01-21 00:00:00,1,0,1,4,0,5,1,2,0.22,0.2576,0.87,0.0896,0,1,1,1
486,2011-01-21 00:00:00,1,0,1,5,0,5,1,1,0.24,0.197,0.6,0.4179,1,4,5,1
487,2011-01-21 00:00:00,1,0,1,6,0,5,1,1,0.22,0.2121,0.55,0.2537,0,27,27,5
488,2011-01-21 00:00:00,1,0,1,7,0,5,1,1,0.2,0.1818,0.51,0.2836,2,66,68,27
489,2011-01-21 00:00:00,1,0,1,8,0,5,1,1,0.2,0.1818,0.47,0.3284,7,210,217,68
